AGS,mun_name,municipality_area_m2,rp,thesis_group,total_area_m2,flooded_area_m2,flooded_landcover_total_area_m2,original_flood_area_m2,flood_share_of_group,share_of_lc_flooded_area,share_of_original_flood_area
01061053,Kollmoor,3447398.111286644,rp100,open_or_seasonal,190698.59154263785,25800.91108410322,2005792.2152330433,2005792.0991573185,0.13529680987882103,0.012863202323828711,0.012863203068225667
01061053,Kollmoor,3447398.111286644,rp100,perennial_vegetation,3076367.1791586922,1908461.9189425758,2005792.2152330433,2005792.0991573185,0.6203622024938166,0.9514753843636994,0.9514754394258341
01061053,Kollmoor,3447398.111286644,rp100,water,128543.66822531856,66648.72856231884,2005792.2152330433,2005792.0991573185,0.5184909492818675,0.03322813203489038,0.03322813395781127
01061054,Krempdorf,5463125.091281552,rp100,artificial,168086.31873356618,164744.76231864546,5438631.132794616,5438631.2635325985,0.9801199976292096,0.03029158593331409,0.030291585205141754
01061054,Krempdorf,5463125.091281552,rp100,open_or_seasonal,3989487.819478384,3984728.425220182,5438631.132794616,5438631.2635325985,0.9988070162202364,0.732671204927378,0.7326711873148666
01061054,Krempdorf,5463125.091281552,rp100,perennial_vegetation,1305216.5659787434,1288824.6046123782,5438631.132794616,5438631.2635325985,0.9874411942097338,0.23697591786301594,0.23697591216640737
01061054,Krempdorf,5463125.091281552,rp100,water,333.3406434093261,333.3406434093261,5438631.132794616,5438631.2635325985,1,6.12912762918048e-5,6.129127481843817e-5
01061055,"Krempe, Stadt",3548555.553975174,rp100,artificial,724949.44409846,487935.2112883637,3237714.953713046,3237714.9662101474,0.6730610186137257,0.15070357281724087,0.15070357223554734
01061055,"Krempe, Stadt",3548555.553975174,rp100,open_or_seasonal,2114456.551982284,2083842.8868149857,3237714.953713046,3237714.9662101474,0.9855217336395026,0.6436153017192612,0.6436152992350012
01061055,"Krempe, Stadt",3548555.553975174,rp100,perennial_vegetation,701935.9625384046,660194.856375989,3237714.953713046,3237714.9662101474,0.9405343102646179,0.20390765271626848,0.20390765192921506
01061055,"Krempe, Stadt",3548555.553975174,rp100,water,7213.8304622410005,5741.999233707352,3237714.953713046,3237714.9662101474,0.7959709150031203,0.0017734727472294514,0.0017734727403841087
01061056,Kremperheide,3912985.401356533,rp100,artificial,821094.4408154231,226367.58303602834,792430.591215387,792430.6381231272,0.27569006899038834,0.28566234764970144,0.2856623307399878
01061056,Kremperheide,3912985.401356533,rp100,open_or_seasonal,1821591.6448037906,383589.07540542376,792430.591215387,792430.6381231272,0.21057907050662902,0.4840664654516879,0.48406643679749045
01061056,Kremperheide,3912985.401356533,rp100,perennial_vegetation,1204450.1730649718,180575.40386448905,792430.591215387,792430.6381231272,0.1499235152293413,0.22787535699187522,0.22787534350284852
01061056,Kremperheide,3912985.401356533,rp100,water,65848.74821791747,1898.5289094458788,792430.591215387,792430.6381231272,0.028831662876307926,0.002395829906735451,0.0023958297649148783
01061057,Krempermoor,1591606.0521162227,rp100,artificial,225766.3722051552,222984.27501865296,1409010.6441076128,1409010.6890360934,0.98767709664053,0.15825591946459605,0.1582559144183618
01061057,Krempermoor,1591606.0521162227,rp100,open_or_seasonal,415535.52782104653,256919.60306154654,1409010.6441076128,1409010.6890360934,0.6182855276148395,0.18234042740270767,0.1823404215885017
01061057,Krempermoor,1591606.0521162227,rp100,perennial_vegetation,922188.6127566877,905820.0852658402,1409010.6441076128,1409010.6890360934,0.982250347418716,0.6428766802109824,0.6428766597118672
01061057,Krempermoor,1591606.0521162227,rp100,water,28115.379225659744,23286.680761573065,1409010.6441076128,1409010.6890360934,0.8282541940718435,0.01652697292171382,0.01652697239472578
01061058,Kronsmoor,6065619.853377823,rp100,artificial,353261.2591623516,252290.41315353007,3976489.2288280004,3976489.040920411,0.7141751511381625,0.0634455165437197,0.06344551954181524
01061058,Kronsmoor,6065619.853377823,rp100,open_or_seasonal,1728368.9589093497,1091361.9104128303,3976489.2288280004,3976489.040920411,0.6314403558262878,0.27445363173647774,0.27445364470568745
01061058,Kronsmoor,6065619.853377823,rp100,perennial_vegetation,3929120.9683359796,2590155.7737473818,3976489.2288280004,3976489.040920411,0.6592201651771331,0.651367481387793,0.651367512167934
01061058,Kronsmoor,6065619.853377823,rp100,water,54868.46420506667,42681.13151425858,3976489.2288280004,3976489.040920411,0.7778809218122295,0.010733370332009698,0.010733370839211333
01061059,Krummendiek,1778971.6441342682,rp100,artificial,64115.52292808558,64115.52292808558,1778971.4360679435,1778971.4234365602,1,0.03604078268384116,0.036040782939744616
01061059,Krummendiek,1778971.6441342682,rp100,open_or_seasonal,494615.10958340316,494615.10958340316,1778971.4360679435,1778971.4234365602,1,0.2780343177834546,0.2780343197576055
01061059,Krummendiek,1778971.6441342682,rp100,perennial_vegetation,1220240.8035564548,1220240.8035564548,1778971.4360679435,1778971.4234365602,1,0.6859248995327043,0.6859249044030357
01061059,Krummendiek,1778971.6441342682,rp100,water,0,0,1778971.4360679435,1778971.4234365602,NA,0,0
01061060,Kudensee,3061379.4350277036,rp100,artificial,104854.76302766424,104850.85166292154,2858836.315227833,2858836.4473132803,0.9999626973097858,0.036676059802523364,0.03667605810799699
01061060,Kudensee,3061379.4350277036,rp100,open_or_seasonal,240632.33793533704,139954.22626420017,2858836.315227833,2858836.4473132803,0.5816102169185956,0.048954963080160334,0.04895496081831769
01061060,Kudensee,3061379.4350277036,rp100,perennial_vegetation,2414571.034414039,2352407.0506242462,2858836.315227833,2858836.4473132803,0.9742546469315704,0.8228547532063838,0.8228547151884209
01061060,Kudensee,3061379.4350277036,rp100,water,301320.97720147885,261624.18667646483,2858836.315227833,2858836.4473132803,0.8682574612172763,0.09151422391093239,0.09151421968274466
01061061,Lägerdorf,6022031.089624211,rp100,artificial,1374176.4244304963,482141.41465487715,2614595.8619465665,2614595.8184424327,0.3508584531674616,0.1844038008596567,0.18440380392794267
01061061,Lägerdorf,6022031.089624211,rp100,open_or_seasonal,2870967.660327254,1242511.5503884181,2614595.8619465665,2614595.8184424327,0.43278493434746235,0.4752212640095622,0.4752212719167459
01061061,Lägerdorf,6022031.089624211,rp100,perennial_vegetation,1621859.2528975,736604.9944040643,2614595.8619465665,2614595.8184424327,0.4541731923334885,0.2817280502599977,0.2817280549476571
01061061,Lägerdorf,6022031.089624211,rp100,water,155027.2691875821,153337.90249920663,2614595.8619465665,2614595.8184424327,0.9891027772260418,0.05864688487078327,0.058646885846605955
01061062,Landrecht,3976886.517002115,rp100,artificial,149755.64833667933,149755.64833667933,3976886.3926673215,3976886.4546378073,1,0.03765650651042041,0.03765650592363171
01061062,Landrecht,3976886.517002115,rp100,open_or_seasonal,1645323.0820565643,1645323.0820565643,3976886.3926673215,3976886.4546378073,1,0.4137214191208103,0.41372141267392837
01061062,Landrecht,3976886.517002115,rp100,perennial_vegetation,2172315.1420880235,2172315.1420880235,3976886.3926673215,3976886.4546378073,1,0.5462351517240699,0.5462351432122711
01061062,Landrecht,3976886.517002115,rp100,water,9492.52018605466,9492.52018605466,3976886.3926673215,3976886.4546378073,1,0.00238692264469943,0.0023869226075048165
01061063,Landscheide,7477873.405361168,rp100,artificial,198315.71389725024,198315.71389725024,7477872.814363651,7477872.465073463,1,0.026520337911647998,0.026520339150408603
01061063,Landscheide,7477873.405361168,rp100,open_or_seasonal,559020.0520239143,559020.0520239143,7477872.814363651,7477872.465073463,1,0.07475656057564087,0.07475656406750747
01061063,Landscheide,7477873.405361168,rp100,perennial_vegetation,6700180.339995986,6700180.339995986,7477872.814363651,7477872.465073463,1,0.8960008422617382,0.8960008841137896
01061063,Landscheide,7477873.405361168,rp100,water,20356.70844650051,20356.70844650051,7477872.814363651,7477872.465073463,1,0.002722259250972941,0.002722259378129221
01061065,Lohbarbek,6191733.085576907,rp100,artificial,322214.87210428144,0,1751500.7138954736,1751500.7682162046,0,0,0
01061065,Lohbarbek,6191733.085576907,rp100,open_or_seasonal,2799433.76600119,4445.427741518626,1751500.7138954736,1751500.7682162046,0.00158797389511688,0.0025380679015720464,0.0025380678228568636
01061065,Lohbarbek,6191733.085576907,rp100,perennial_vegetation,2974425.459709887,1677685.100762589,1751500.7138954736,1751500.7682162046,0.5640366933001654,0.9578557904388671,0.9578557607320992
01061065,Lohbarbek,6191733.085576907,rp100,water,95658.5612117267,69370.18539136597,1751500.7138954736,1751500.7682162046,0.7251853311678489,0.039606141659560785,0.03960614043122301
01061068,Moordiek,6113275.296650371,rp100,artificial,78270.8074118096,19340.412442607405,1528545.074650689,1528544.9705125128,0.24709611516910582,0.012652824416726589,0.012652825278750333
01061068,Moordiek,6113275.296650371,rp100,open_or_seasonal,2304076.9770743055,467049.183961864,1528545.074650689,1528544.9705125128,0.20270554699735704,0.3055514630921803,0.3055514839090831
01061068,Moordiek,6113275.296650371,rp100,perennial_vegetation,3730927.2601069678,1042155.4782462177,1528545.074650689,1528544.9705125128,0.27932881173789986,0.6817957124910932,0.6817957589411247
01061068,Moordiek,6113275.296650371,rp100,water,0,0,1528545.074650689,1528544.9705125128,NA,0,0
01061070,Moorhusen,4684488.362431735,rp100,artificial,48812.98373243666,48683.900248674065,4684052.312115625,4684052.372784418,0.9973555502267561,0.010393543240913385,0.010393543106294112
01061070,Moorhusen,4684488.362431735,rp100,open_or_seasonal,385017.3295812771,384899.1945335131,4684052.312115625,4684052.372784418,0.9996931695311158,0.08217226642365731,0.08217226535934549
01061070,Moorhusen,4684488.362431735,rp100,perennial_vegetation,4250577.455663164,4250388.8343418585,4684052.312115625,4684052.372784418,0.9999556245420127,0.9074170293418659,0.9074170175888171
01061070,Moorhusen,4684488.362431735,rp100,water,80.38299157862961,80.38299157862961,4684052.312115625,4684052.372784418,1,1.716099356335399e-5,1.716099334108133e-5
01061071,Mühlenbarbek,8695576.482517475,rp100,artificial,173340.44837024316,0,1728530.69102259,1728530.5757259647,0,0,0
01061071,Mühlenbarbek,8695576.482517475,rp100,open_or_seasonal,4052089.652283229,33793.24915608679,1728530.69102259,1728530.5757259647,0.008339709151559696,0.01955027430614777,0.01955027561019219
01061071,Mühlenbarbek,8695576.482517475,rp100,perennial_vegetation,4387507.584878467,1674649.4805929565,1728530.69102259,1728530.5757259647,0.38168583146491447,0.9688283171890008,0.9688283818118875
01061071,Mühlenbarbek,8695576.482517475,rp100,water,82638.02771604431,20087.961273546873,1728530.69102259,1728530.5757259647,0.24308374520471238,0.01162140850485156,0.011621409280023953
01061072,Münsterdorf,5131146.996250889,rp100,artificial,673229.5505733527,37003.84786309071,1353517.3168568958,1353517.2739937743,0.05496468155858067,0.027339028028854573,0.027339028894625632
01061072,Münsterdorf,5131146.996250889,rp100,open_or_seasonal,1784650.9757747918,123506.40481199778,1353517.3168568958,1353517.2739937743,0.06920479493665616,0.09124848516811095,0.09124848805776369
01061072,Münsterdorf,5131146.996250889,rp100,perennial_vegetation,2568914.277595639,1109154.4714227288,1353517.3168568958,1353517.2739937743,0.43176001671057535,0.8194608651172486,0.8194608910678968
01061072,Münsterdorf,5131146.996250889,rp100,water,104351.88483915725,83852.59275907867,1353517.3168568958,1353517.2739937743,0.8035560918552151,0.06195162168578609,0.06195162364766714
01061073,Neuenbrook,14564392.080184542,rp100,artificial,587450.6646444224,577532.8739444403,14491030.75864498,14491030.674645811,0.9831172363963786,0.03985450611233427,0.03985450634335617
01061073,Neuenbrook,14564392.080184542,rp100,open_or_seasonal,6630732.941429224,6596317.517696041,14491030.75864498,14491030.674645811,0.994809710474365,0.45520002183149366,0.45520002447012053
01061073,Neuenbrook,14564392.080184542,rp100,perennial_vegetation,7337739.39680445,7308712.443370328,14491030.75864498,14491030.674645811,0.9960441558544907,0.5043611158585207,0.5043611187821164
01061073,Neuenbrook,14564392.080184542,rp100,water,8467.923634170831,8467.923634170831,14491030.75864498,14491030.674645811,1,5.843561976513703e-4,5.843562010386679e-4
01061074,Neuendorf b. Elmshorn,14980985.703895425,rp100,artificial,422188.5403600748,364369.606707551,14316290.652976567,14316290.874654138,0.8630494953671377,0.025451397679732996,0.025451397285636224
01061074,Neuendorf b. Elmshorn,14980985.703895425,rp100,open_or_seasonal,6305855.509866909,6219000.995719068,14316290.652976567,14316290.874654138,0.9862263710273826,0.43440030287636316,0.43440029614998377
01061074,Neuendorf b. Elmshorn,14980985.703895425,rp100,perennial_vegetation,8139996.474341879,7631849.522201808,14316290.652976567,14316290.874654138,0.9375740574652823,0.5330884729289171,0.5330884646744217
01061074,Neuendorf b. Elmshorn,14980985.703895425,rp100,water,112944.20367680785,101070.52834814077,14316290.652976567,14316290.874654138,0.8948713174990028,0.007059826514986738,0.0070598264056703506
01061077,Nortorf,19775825.368098814,rp100,artificial,469174.70473971264,459711.98853843915,19745799.987409733,19745799.95125189,0.9798311458276012,0.02328150740064011,0.023281507443272422
01061077,Nortorf,19775825.368098814,rp100,open_or_seasonal,2823996.299838343,2813839.917742045,19745799.987409733,19745799.95125189,0.996403542704047,0.14250321179877232,0.1425032120597194
01061077,Nortorf,19775825.368098814,rp100,perennial_vegetation,16481448.065487167,16471043.552349428,19745799.987409733,19745799.95125189,0.9993687136532908,0.8341542790290417,0.834154280556517
01061077,Nortorf,19775825.368098814,rp100,water,1204.5287798223676,1204.5287798223676,19745799.987409733,19745799.95125189,1,6.100177154586779e-5,6.100177165757217e-5
01061078,Nutteln,6933180.457008138,rp100,artificial,147427.81246443198,378.5169309970079,2463843.7773222034,2463843.728007604,0.0025674730206576716,1.5362862470460448e-4,1.5362862777952923e-4
01061078,Nutteln,6933180.457008138,rp100,open_or_seasonal,2591214.926733642,244404.4786832745,2463843.7773222034,2463843.728007604,0.09432041941474872,0.09919641859310671,0.09919642057855392
01061078,Nutteln,6933180.457008138,rp100,perennial_vegetation,4191750.053955777,2219060.781707932,2463843.7773222034,2463843.728007604,0.5293876669993222,0.9006499527821886,0.9006499708089779
01061078,Nutteln,6933180.457008138,rp100,water,2787.118101210006,0,2463843.7773222034,2463843.728007604,0,0,0
01061079,Oelixdorf,10429095.871570615,rp100,artificial,392037.0327897632,3619.499405398134,1424074.59199156,1424074.6136449429,0.009232544639065143,0.0025416501535472837,0.0025416501149009073
01061079,Oelixdorf,10429095.871570615,rp100,open_or_seasonal,5261683.865542869,26065.81786597127,1424074.59199156,1424074.6136449429,0.004953892809233219,0.018303688593670063,0.01830368831535826
01061079,Oelixdorf,10429095.871570615,rp100,perennial_vegetation,4548537.3400322795,1236636.652715182,1424074.59199156,1424074.6136449429,0.2718756734898885,0.868379128220912,0.8683791150170072
01061079,Oelixdorf,10429095.871570615,rp100,water,226836.85611078955,157752.6220050089,1424074.59199156,1424074.6136449429,0.6954452848172116,0.11077553303187072,0.1107755313475032
01061080,Oeschebüttel,5528914.097068043,rp100,artificial,100151.06449471053,0,181275.50275389644,181275.49329345964,0,0,0
01061080,Oeschebüttel,5528914.097068043,rp100,open_or_seasonal,3172682.0089795804,3533.3407002364347,181275.50275389644,181275.49329345964,0.0011136762808992798,0.019491550962809214,0.019491551980037648
01061080,Oeschebüttel,5528914.097068043,rp100,perennial_vegetation,2181328.5287711164,177742.16205366,181275.50275389644,181275.49329345964,0.08148344447399386,0.9805084490371907,0.9805085002081353
01061080,Oeschebüttel,5528914.097068043,rp100,water,74752.06987499665,0,181275.50275389644,181275.49329345964,0,0,0
01061082,Oldendorf,9947688.806140095,rp100,artificial,427468.5346934225,23622.63379917747,4057627.4777205056,4057627.3144223983,0.05526169035135992,0.005821784756950679,0.0058217849912468225
01061082,Oldendorf,9947688.806140095,rp100,open_or_seasonal,4366314.285672789,738003.1583838603,4057627.4777205056,4057627.3144223983,0.1690219966083234,0.1818804615347429,0.1818804688544726
01061082,Oldendorf,9947688.806140095,rp100,perennial_vegetation,5065761.08804892,3217834.401904108,4057627.4777205056,4057627.3144223983,0.6352124282954407,0.7930334708083708,0.7930335027237871
01061082,Oldendorf,9947688.806140095,rp100,water,88144.25254408918,78167.28363335978,4057627.4777205056,4057627.3144223983,0.8868108966521784,0.019264282899935557,0.019264283675221382
01061083,Ottenbüttel,9892173.788206726,rp100,artificial,555939.049869221,0,450361.19437623356,450361.17911894375,0,0,0
01061083,Ottenbüttel,9892173.788206726,rp100,open_or_seasonal,5606329.987305367,43341.07447234939,450361.19437623356,450361.17911894375,0.007730739105705209,0.09623625439660347,0.09623625765688541
01061083,Ottenbüttel,9892173.788206726,rp100,perennial_vegetation,3721221.483212695,407020.1199038842,450361.19437623356,450361.17911894375,0.10937809580538209,0.9037637456033966,0.903763776221012
01061083,Ottenbüttel,9892173.788206726,rp100,water,8682.36080210977,0,450361.19437623356,450361.17911894375,0,0,0
01061088,Quarnstedt,10552003.177587964,rp100,artificial,313693.95717155654,247.82453614227234,481824.68122582574,481824.67273183697,7.900201150726637e-4,5.143458726767046e-4,5.143458817440029e-4
01061088,Quarnstedt,10552003.177587964,rp100,open_or_seasonal,7456043.687343406,335917.3076430577,481824.68122582574,481824.67273183697,0.04505302298768388,0.6971774604581061,0.6971774727485053
01061088,Quarnstedt,10552003.177587964,rp100,perennial_vegetation,2780107.6806407664,145659.54904662573,481824.68122582574,481824.67273183697,0.05239349182800493,0.30230819366921713,0.30230819899854655
01061088,Quarnstedt,10552003.177587964,rp100,water,2157.1360604641714,0,481824.68122582574,481824.67273183697,0,0,0
01061089,Rade,3870344.5288661644,rp100,artificial,69297.14382932367,800.35680898992,508072.1581934608,508072.1319930227,0.011549636316341831,0.0015752817706755045,0.0015752818519101756
01061089,Rade,3870344.5288661644,rp100,open_or_seasonal,1343967.1069122932,59161.09424795327,508072.1581934608,508072.1319930227,0.04401974865580851,0.11644230705006718,0.11644231305480404
01061089,Rade,3870344.5288661644,rp100,perennial_vegetation,2453893.506441068,448110.7071365176,508072.1581934608,508072.1319930227,0.18261212475614794,0.8819824111792574,0.8819824566616291
01061089,Rade,3870344.5288661644,rp100,water,3186.595883133427,0,508072.1581934608,508072.1319930227,0,0,0
01061092,Rethwisch,9864993.32357549,rp100,artificial,612025.5133400433,433465.9774569964,9167874.737964803,9167874.458588216,0.7082482151624966,0.047280966401295144,0.0472809678421084
01061092,Rethwisch,9864993.32357549,rp100,open_or_seasonal,3517160.4036006564,3327336.9992616605,9167874.737964803,9167874.458588216,0.9460293581877397,0.3629343871249601,0.36293439818481604
01061092,Rethwisch,9864993.32357549,rp100,perennial_vegetation,5683802.316375421,5362575.345925522,9167874.737964803,9167874.458588216,0.9434837890958272,0.5849311317178808,0.5849311495427391
01061092,Rethwisch,9864993.32357549,rp100,water,52004.40460180205,44496.41532062396,9167874.737964803,9167874.458588216,0.8556278196305332,0.004853514755863889,0.004853514903767135
01061093,Rosdorf,5568800.017503101,rp100,artificial,109666.68818739717,7182.060926830278,776343.0647442192,776342.9994250273,0.06548990441434371,0.00925114328057602,0.009251144058939712
01061093,Rosdorf,5568800.017503101,rp100,open_or_seasonal,2613181.832208267,148040.09954277784,776343.0647442192,776342.9994250273,0.05665128148303277,0.1906890217297844,0.1906890377737918
01061093,Rosdorf,5568800.017503101,rp100,perennial_vegetation,2828130.5085273585,621120.904274611,776343.0647442192,776342.9994250273,0.21962243340673698,0.8000598349896395,0.8000599023042955
01061093,Rosdorf,5568800.017503101,rp100,water,17820.665922770684,0,776343.0647442192,776342.9994250273,0,0,0
01061095,Sankt Margarethen,10915797.84754666,rp100,artificial,400013.87653491204,352218.3188351154,10588177.719464906,10588177.309900455,0.8805152508362415,0.0332652443288339,0.033265245615576755
01061095,Sankt Margarethen,10915797.84754666,rp100,open_or_seasonal,823545.1752552892,790180.2931788946,10588177.719464906,10588177.309900455,0.9594862758244538,0.0746285446008577,0.07462854748758674
01061095,Sankt Margarethen,10915797.84754666,rp100,perennial_vegetation,9628442.658066858,9384839.063219456,10588177.719464906,10588177.309900455,0.9746995850213319,0.8863507311524176,0.886350765437615
01061095,Sankt Margarethen,10915797.84754666,rp100,water,63795.413112118644,60940.04423143859,10588177.719464906,10588177.309900455,0.9552417839874816,0.005755479917890754,0.005755480140520193
01061096,Sarlhusen,10863156.294364028,rp100,artificial,326290.446145446,8611.886319365876,1575761.4558823437,1575761.4192589673,0.02639331436485601,0.005465222091337214,0.005465222218358275
01061096,Sarlhusen,10863156.294364028,rp100,open_or_seasonal,6893813.869628521,1106204.666873683,1575761.4558823437,1575761.4192589673,0.16046337887757503,0.7020127715043433,0.7020127878203145
01061096,Sarlhusen,10863156.294364028,rp100,perennial_vegetation,3522309.4661035715,454756.39112441376,1575761.4558823437,1575761.4192589673,0.12910744938816285,0.28859469142794464,0.28859469813537625
01061096,Sarlhusen,10863156.294364028,rp100,water,120741.82897230462,6188.511564881002,1575761.4558823437,1575761.4192589673,0.05125408168448818,0.003927314976374873,0.003927315067652355
01061101,Sommerland,19092467.343903963,rp100,artificial,463572.18165662617,462061.3067602962,19072450.592399705,19072450.70399476,0.996740799046805,0.024226635403864976,0.024226635262112207
01061101,Sommerland,19092467.343903963,rp100,open_or_seasonal,10317930.497525945,10314699.486263394,19072450.592399705,19072450.70399476,0.9996868547172977,0.5408166840591403,0.5408166808947611
01061101,Sommerland,19092467.343903963,rp100,perennial_vegetation,8303237.794681676,8287964.299256269,19072450.592399705,19072450.70399476,0.9981605373947992,0.4345516198405563,0.4345516172979459
01061101,Sommerland,19092467.343903963,rp100,water,7725.500119744223,7725.500119744223,19072450.592399705,19072450.70399476,1,4.050606964383908e-4,4.050606940683351e-4
01061102,Stördorf,7213693.931522623,rp100,artificial,151451.77321916213,141975.04017320616,7112086.891820538,7112086.809227636,0.9374273879762212,0.019962500786722483,0.019962501018547674
01061102,Stördorf,7213693.931522623,rp100,open_or_seasonal,4020048.1466169427,4001598.307205509,7112086.891820538,7112086.809227636,0.9954105426754751,0.5626475559245013,0.5626475624585462
01061102,Stördorf,7213693.931522623,rp100,perennial_vegetation,2885941.558543669,2824172.28257649,7112086.891820538,7112086.809227636,0.9785964910535647,0.3970947382299999,0.3970947428414744
01061102,Stördorf,7213693.931522623,rp100,water,156251.86467829533,144341.261865332,7112086.891820538,7112086.809227636,0.9237730516849453,0.02029520505877619,0.02029520529446508
01061103,Störkathen,2007457.4293893194,rp100,artificial,56109.32654981199,0,865947.1538446934,865947.1174210847,0,0,0
01061103,Störkathen,2007457.4293893194,rp100,open_or_seasonal,791861.7370358561,232081.16295350168,865947.1538446934,865947.1174210847,0.2930829361982329,0.2680084597808207,0.26800847105383624
01061103,Störkathen,2007457.4293893194,rp100,perennial_vegetation,1159486.1453155326,633865.9908911918,865947.1538446934,865947.1174210847,0.546678365629541,0.7319915402191793,0.7319915710083268
01061103,Störkathen,2007457.4293893194,rp100,water,0,0,865947.1538446934,865947.1174210847,NA,0,0
01061104,Süderau,9143939.494940234,rp100,artificial,445692.45718586416,330091.69877655705,8805317.53060908,8805317.529913245,0.7406266214617608,0.037487767775448294,0.03748776777841075
01061104,Süderau,9143939.494940234,rp100,open_or_seasonal,6556665.765362157,6385759.332921513,8805317.53060908,8805317.529913245,0.9739339416470616,0.7252162469693241,0.7252162470266339
01061104,Süderau,9143939.494940234,rp100,perennial_vegetation,2140471.912975841,2088358.0208360797,8805317.53060908,8805317.529913245,0.9756530829375336,0.23717009790692056,0.23717009792566282
01061104,Süderau,9143939.494940234,rp100,water,1108.4780749306765,1108.4780749306765,8805317.53060908,8805317.529913245,1,1.2588734830713152e-4,1.258873483170797e-4
01061105,Vaale,14939398.5273491,rp100,artificial,619693.1267425938,13495.827337450297,4866245.311224083,4866245.34058426,0.021778242738290286,0.0027733553231116246,0.0027733553063787647
01061105,Vaale,14939398.5273491,rp100,open_or_seasonal,6494892.831874283,646597.4695269632,4866245.311224083,4866245.34058426,0.09955475575420225,0.13287399795394086,0.13287399715225418
01061105,Vaale,14939398.5273491,rp100,perennial_vegetation,7812550.0052359905,4194320.969436194,4866245.311224083,4866245.34058426,0.5368696477622734,0.8619213995977384,0.8619213943973912
01061105,Vaale,14939398.5273491,rp100,water,12261.39160745279,11831.044923477311,4866245.311224083,4866245.34058426,0.964902296757743,0.0024312471252094076,0.002431247110540635
01061106,Vaalermoor,6207260.511938371,rp100,artificial,61075.01638186749,61075.01638186749,6205218.465350276,6205218.3647081945,1,0.009842524759266455,0.009842524918901802
01061106,Vaalermoor,6207260.511938371,rp100,open_or_seasonal,219819.75646104122,217880.68556628464,6205218.465350276,6205218.3647081945,0.9911788142886955,0.03511249229707589,0.03511249286656339
01061106,Vaalermoor,6207260.511938371,rp100,perennial_vegetation,5926365.360227504,5926262.763402124,6205218.465350276,6205218.3647081945,0.9999826880694753,0.9550449829436577,0.9550449984334776
01061106,Vaalermoor,6207260.511938371,rp100,water,0,0,6205218.465350276,6205218.3647081945,NA,0,0
01061109,Westermoor,9368196.88403059,rp100,artificial,207363.3306323532,36256.10465974037,6104199.681771503,6104199.8843299905,0.17484337538935935,0.0059395345090051945,0.0059395343119108745
01061109,Westermoor,9368196.88403059,rp100,open_or_seasonal,2176906.434853601,1323709.9565045303,6104199.681771503,6104199.8843299905,0.6080692928787044,0.2168523353614107,0.21685232816549935
01061109,Westermoor,9368196.88403059,rp100,perennial_vegetation,6895669.891575063,4700566.296144261,6104199.681771503,6104199.8843299905,0.6816692750746787,0.7700544774413585,0.7700544518882846
01061109,Westermoor,9368196.88403059,rp100,water,88256.25429864667,43667.32446297205,6104199.681771503,6104199.8843299905,0.49477880984171396,0.007153652688225843,0.007153652450842879
01061110,Wewelsfleth,17447722.674192406,rp100,artificial,744274.8469755375,572814.2224623754,16587961.537558468,16587961.469760016,0.7696272751794371,0.03453192371862023,0.034531923859759395
01061110,Wewelsfleth,17447722.674192406,rp100,open_or_seasonal,3997977.28060291,3841016.6935543264,16587961.537558468,16587961.469760016,0.9607400002470966,0.23155447309529234,0.23155447404170368
01061110,Wewelsfleth,17447722.674192406,rp100,perennial_vegetation,12093555.286461702,11622050.532310056,16587961.537558468,16587961.469760016,0.9610118990666476,0.7006316301129228,0.7006316329765502
01061110,Wewelsfleth,17447722.674192406,rp100,water,611914.0602542033,552080.0892317105,16587961.537558468,16587961.469760016,0.9022183425600053,0.03328197307316457,0.033281973209194925
01061112,Willenscharen,7594688.672345672,rp100,artificial,108654.57295826379,43492.33639981806,847511.4469222275,847511.4268565705,0.40028077250392635,0.05131769789984814,0.05131769911484453
01061112,Willenscharen,7594688.672345672,rp100,open_or_seasonal,5174093.716695429,391191.00179892057,847511.4469222275,847511.4268565705,0.07560570473175832,0.46157606864136963,0.46157607956963176
01061112,Willenscharen,7594688.672345672,rp100,perennial_vegetation,2276493.780716445,399464.59180832293,847511.4469222275,847511.4268565705,0.17547361437666908,0.471338284879803,0.47133829603919514
01061112,Willenscharen,7594688.672345672,rp100,water,35445.965504705935,13363.51691516594,847511.4469222275,847511.4268565705,0.37701094397870893,0.015767948578979195,0.015767948952300707
01061113,"Wilster, Stadt",2758078.2947691735,rp100,artificial,1280179.6231623269,1135492.3552761888,2577936.691521946,2577936.6852248446,0.8869789322776999,0.44046557039607676,0.4404655714719978
01061113,"Wilster, Stadt",2758078.2947691735,rp100,open_or_seasonal,368462.2493424204,351033.89858882636,2577936.691521946,2577936.6852248446,0.9526997656213149,0.13616854895749406,0.13616854929011168
01061113,"Wilster, Stadt",2758078.2947691735,rp100,perennial_vegetation,1105853.9976289817,1087828.2397468989,2577936.691521946,2577936.6852248446,0.9836996946064027,0.42197632056847517,0.42197632159923265
01061113,"Wilster, Stadt",2758078.2947691735,rp100,water,3582.197910031743,3582.197910031743,2577936.691521946,2577936.6852248446,1,0.0013895600779540121,0.0013895600813482773
01061114,Winseldorf,5446483.994498104,rp100,artificial,144003.34865162257,248.75592735769152,1130470.7238458476,1130470.8187787472,0.0017274315471613767,2.2004632416435066e-4,2.200463056856467e-4
