AGS,mun_name,municipality_area_m2,thesis_group,total_area_m2,total_share_of_municipality
03354007,Gorleben,21490957.20298397,water,638236.0767495567,0.029697889708744058
03354008,Gusborn,48504374.573017344,artificial,772317.9766909849,0.01592264581266491
03354008,Gusborn,48504374.573017344,open_or_seasonal,28121903.19685599,0.5797807608986265
03354008,Gusborn,48504374.573017344,perennial_vegetation,19213665.190266646,0.39612231596436415
03354008,Gusborn,48504374.573017344,water,396484.8712092566,0.008174208505923472
03354009,"Hitzacker (Elbe), Stadt",58684317.62890807,artificial,2371881.7416496207,0.040417642012100775
03354009,"Hitzacker (Elbe), Stadt",58684317.62890807,open_or_seasonal,23146462.190312263,0.3944232995376988
03354009,"Hitzacker (Elbe), Stadt",58684317.62890807,perennial_vegetation,31240945.076119002,0.5323559400259538
03354009,"Hitzacker (Elbe), Stadt",58684317.62890807,water,1925023.1327279874,0.032803024905238315
03354010,Höhbeck,19523129.25089906,artificial,529863.7426528666,0.027140308085009775
03354010,Höhbeck,19523129.25089906,open_or_seasonal,6098477.274518665,0.312371915185565
03354010,Höhbeck,19523129.25089906,perennial_vegetation,11578741.333584346,0.5930781477078595
03354010,Höhbeck,19523129.25089906,water,1316034.591951891,0.06740899858004507
03354011,Jameln,36200175.478407234,artificial,869150.2116226627,0.024009557968609724
03354011,Jameln,36200175.478407234,open_or_seasonal,23865628.545656864,0.6592683110028649
03354011,Jameln,36200175.478407234,perennial_vegetation,11447851.022191174,0.3162374455620972
03354011,Jameln,36200175.478407234,water,17542.436196591203,4.845953359274448e-4
03354014,Langendorf,41012484.44700155,artificial,621163.9582194295,0.01514572858959885
03354014,Langendorf,41012484.44700155,open_or_seasonal,15849073.371602375,0.3864450931297119
03354014,Langendorf,41012484.44700155,perennial_vegetation,22909309.04346235,0.5585935441942549
03354014,Langendorf,41012484.44700155,water,1632935.4735552506,0.0398155706871505
03354016,Luckau (Wendland),22424061.24936895,artificial,492595.454180453,0.021967272061135464
03354016,Luckau (Wendland),22424061.24936895,open_or_seasonal,15180386.899585258,0.6769686690903263
03354016,Luckau (Wendland),22424061.24936895,perennial_vegetation,6751077.358945342,0.3010639903213486
03354016,Luckau (Wendland),22424061.24936895,water,0,0
03354018,"Lüchow (Wendland), Stadt",89225940.80344959,artificial,4999190.938928907,0.05602844748862129
03354018,"Lüchow (Wendland), Stadt",89225940.80344959,open_or_seasonal,65554314.81891799,0.7347001805598622
03354018,"Lüchow (Wendland), Stadt",89225940.80344959,perennial_vegetation,18415870.32169297,0.20639592203639717
03354018,"Lüchow (Wendland), Stadt",89225940.80344959,water,256556.63704349598,0.002875359281541778
03354019,Neu Darchau,22831430.719361946,artificial,649772.9551063462,0.02845958114027928
03354019,Neu Darchau,22831430.719361946,open_or_seasonal,11771238.103547309,0.5155716366721091
03354019,Neu Darchau,22831430.719361946,perennial_vegetation,8909488.069795204,0.39022907409125307
03354019,Neu Darchau,22831430.719361946,water,1500928.9921192224,0.0657395942710842
03354021,"Schnackenburg, Stadt",23314743.83659268,artificial,501234.6761077853,0.02149861390804103
03354021,"Schnackenburg, Stadt",23314743.83659268,open_or_seasonal,10970014.114570372,0.47051832057244586
03354021,"Schnackenburg, Stadt",23314743.83659268,perennial_vegetation,10323518.479685413,0.44278927326160733
03354021,"Schnackenburg, Stadt",23314743.83659268,water,1519974.7914507978,0.0651937161353317
03354023,Trebel,66900327.67931555,artificial,1152273.491264129,0.017223734639798968
03354023,Trebel,66900327.67931555,open_or_seasonal,34360171.07162632,0.5136024331051207
03354023,Trebel,66900327.67931555,perennial_vegetation,31243168.79256487,0.4670106989957947
03354023,Trebel,66900327.67931555,water,144707.66216903972,0.0021630336829244093
03354025,Woltersdorf,28146134.254653327,artificial,766780.8469008034,0.027242847630986253
03354025,Woltersdorf,28146134.254653327,open_or_seasonal,20956090.399352442,0.7445459546860446
03354025,Woltersdorf,28146134.254653327,perennial_vegetation,6421816.576005245,0.22815980759217555
03354025,Woltersdorf,28146134.254653327,water,1444.3448547811713,5.1315922879973525e-5
03354026,"Wustrow (Wendland), Stadt",30149942.119772527,artificial,1246272.9141568826,0.04133583106746891
03354026,"Wustrow (Wendland), Stadt",30149942.119772527,open_or_seasonal,23051541.72428088,0.76456338233444
03354026,"Wustrow (Wendland), Stadt",30149942.119772527,perennial_vegetation,5717179.565564838,0.18962489356871684
03354026,"Wustrow (Wendland), Stadt",30149942.119772527,water,134945.8020727339,0.004475822923196777
03355003,"Artlenburg, Flecken",11794513.072966393,artificial,706330.6762783603,0.05988637868377162
03355003,"Artlenburg, Flecken",11794513.072966393,open_or_seasonal,6421724.253014372,0.544467093578732
03355003,"Artlenburg, Flecken",11794513.072966393,perennial_vegetation,3616738.578266227,0.3066458577722866
03355003,"Artlenburg, Flecken",11794513.072966393,water,1049718.5504075773,0.08900058390825681
03355004,"Bardowick, Flecken",23141644.727642484,artificial,3620712.487678473,0.15645873620009232
03355004,"Bardowick, Flecken",23141644.727642484,open_or_seasonal,11053031.770410933,0.47762516020342266
03355004,"Bardowick, Flecken",23141644.727642484,perennial_vegetation,8380664.384809181,0.362146445658573
03355004,"Bardowick, Flecken",23141644.727642484,water,87234.13856153269,0.0037695738392065237
03355007,Barum,9864912.656431708,artificial,736488.1963732584,0.07465734589074989
03355007,Barum,9864912.656431708,open_or_seasonal,5061406.831946169,0.5130716315715418
03355007,Barum,9864912.656431708,perennial_vegetation,3935272.4563124785,0.39891609721924565
03355007,Barum,9864912.656431708,water,131744.18752224417,0.013354825542864775
03355009,"Bleckede, Stadt",140494990.62396166,artificial,4805789.599127396,0.03420612776145316
03355009,"Bleckede, Stadt",140494990.62396166,open_or_seasonal,61802261.351613045,0.43988943005824555
03355009,"Bleckede, Stadt",140494990.62396166,perennial_vegetation,68011891.12773287,0.4840876591092731
03355009,"Bleckede, Stadt",140494990.62396166,water,5875040.081782842,0.041816722828983514
03355011,Brietlingen,19964190.612044346,artificial,1423507.092053796,0.07130302047882661
03355011,Brietlingen,19964190.612044346,open_or_seasonal,10693098.813378273,0.5356139410393704
03355011,Brietlingen,19964190.612044346,perennial_vegetation,7554922.5888071805,0.3784236854685867
03355011,Brietlingen,19964190.612044346,water,292660.2033422212,0.014659257118375742
03355014,Deutsch Evern,11074207.091113899,artificial,1240258.8575458832,0.11199527400395867
03355014,Deutsch Evern,11074207.091113899,open_or_seasonal,3481192.6218809737,0.31435141073660544
03355014,Deutsch Evern,11074207.091113899,perennial_vegetation,6337203.135625632,0.5722489279354992
03355014,Deutsch Evern,11074207.091113899,water,15551.368378916572,0.0014042873002975726
03355015,Echem,10388994.139122503,artificial,548651.0268931622,0.052810793763668776
03355015,Echem,10388994.139122503,open_or_seasonal,3780766.2184997955,0.36392033414113895
03355015,Echem,10388994.139122503,perennial_vegetation,5975662.964515323,0.5751916773167082
03355015,Echem,10388994.139122503,water,83912.72796811983,0.008077079151688446
03355017,Handorf,9851649.132351235,artificial,1074227.6373180419,0.1090403873388518
03355017,Handorf,9851649.132351235,open_or_seasonal,5621730.689021424,0.5706385411718088
03355017,Handorf,9851649.132351235,perennial_vegetation,3060067.7859080667,0.31061477573935264
03355017,Handorf,9851649.132351235,water,95622.55271695185,0.009706248307498359
03355018,Hittbergen,14698093.731524933,artificial,497371.33584590117,0.03383917295200829
03355018,Hittbergen,14698093.731524933,open_or_seasonal,7548569.809179468,0.513574749696218
03355018,Hittbergen,14698093.731524933,perennial_vegetation,5878761.551255041,0.39996761883795096
03355018,Hittbergen,14698093.731524933,water,773390.8536580799,0.052618446159401394
03355019,Hohnstorf (Elbe),10238061.126058638,artificial,976597.7528436616,0.09538893554346495
03355019,Hohnstorf (Elbe),10238061.126058638,open_or_seasonal,4349909.140310041,0.424876261896732
03355019,Hohnstorf (Elbe),10238061.126058638,perennial_vegetation,3911511.219753709,0.3820558572167394
03355019,Hohnstorf (Elbe),10238061.126058638,water,1000040.9249585284,0.09767874137937635
03355021,Lüdersburg,19133387.653780233,artificial,377363.05769039725,0.019722751899391985
03355021,Lüdersburg,19133387.653780233,open_or_seasonal,12118201.238242114,0.63335366729204845
03355021,Lüdersburg,19133387.653780233,perennial_vegetation,6528189.606444446,0.3411936100690802
03355021,Lüdersburg,19133387.653780233,water,109632.09468218996,0.005729884151515096
03355022,"Lüneburg, Hansestadt",71074374.91151105,artificial,20463425.727055136,0.287915662326014
03355022,"Lüneburg, Hansestadt",71074374.91151105,open_or_seasonal,31221274.09054981,0.43927609816366153
03355022,"Lüneburg, Hansestadt",71074374.91151105,perennial_vegetation,18714865.683222987,0.2633138273326125
03355022,"Lüneburg, Hansestadt",71074374.91151105,water,674803.9350057839,0.009494335136199617
03355024,Melbeck,16200825.69834225,artificial,1319983.2760939791,0.08147629637352659
03355024,Melbeck,16200825.69834225,open_or_seasonal,8494806.132861791,0.5243440236339942
03355024,Melbeck,16200825.69834225,perennial_vegetation,6372947.399898164,0.3933717650298698
03355024,Melbeck,16200825.69834225,water,13087.689111519318,8.078408690526505e-4
03355026,Neetze,26945390.1318674,artificial,1284386.1779318056,0.047666267648981096
03355026,Neetze,26945390.1318674,open_or_seasonal,14583555.298976008,0.5412263555140933
03355026,Neetze,26945390.1318674,perennial_vegetation,11077046.246683184,0.4110924426209267
03355026,Neetze,26945390.1318674,water,399.54011827414337,1.4827772628967089e-5
03355028,Radbruch,22516491.85122425,artificial,1092564.4795920989,0.04852285546128247
03355028,Radbruch,22516491.85122425,open_or_seasonal,11136736.2447883,0.494603525201586
03355028,Radbruch,22516491.85122425,perennial_vegetation,10265452.120024322,0.4559081489182417
03355028,Radbruch,22516491.85122425,water,21737.559696357937,9.654061494120381e-4
03355032,Rullstorf,22717640.629144426,artificial,755737.6922419823,0.03326655723536922
03355032,Rullstorf,22717640.629144426,open_or_seasonal,12431260.303750549,0.5472073665872901
03355032,Rullstorf,22717640.629144426,perennial_vegetation,9528330.371259116,0.41942429351731336
03355032,Rullstorf,22717640.629144426,water,2310.2607065402694,1.0169457049938714e-4
03355033,Scharnebeck,27052807.92885271,artificial,1649655.8181027991,0.060979097712936
03355033,Scharnebeck,27052807.92885271,open_or_seasonal,17478790.931772444,0.6460989549676556
03355033,Scharnebeck,27052807.92885271,perennial_vegetation,7406613.338250218,0.2737835332187762
03355033,Scharnebeck,27052807.92885271,water,517746.70604377484,0.019138372157353062
03355042,Wittorf,12091506.482025221,artificial,827613.0529111078,0.06844581807415033
03355042,Wittorf,12091506.482025221,open_or_seasonal,7285298.68901221,0.602513731423149
03355042,Wittorf,12091506.482025221,perennial_vegetation,3951579.4784745723,0.32680621594578324
03355042,Wittorf,12091506.482025221,water,27014.89786466675,0.00223420447276988
03355049,Amt Neuhaus,237952226.9163942,artificial,4096115.7616646425,0.017214025751075803
03355049,Amt Neuhaus,237952226.9163942,open_or_seasonal,94774645.35615928,0.39829274381810625
03355049,Amt Neuhaus,237952226.9163942,perennial_vegetation,132167885.3017323,0.5554387408535167
03355049,Amt Neuhaus,237952226.9163942,water,6913565.070176894,0.029054424746384123
03357002,Alfstedt,16152553.550537793,artificial,480391.8732167268,0.02974092435067224
03357002,Alfstedt,16152553.550537793,open_or_seasonal,10120838.427392062,0.626578230849146
03357002,Alfstedt,16152553.550537793,perennial_vegetation,5530746.689334207,0.3424069557813082
03357002,Alfstedt,16152553.550537793,water,20575.405268373677,0.0012738174929430046
03357008,"Bremervörde, Stadt",150057771.67569086,artificial,8632225.001075268,0.05752601084688555
03357008,"Bremervörde, Stadt",150057771.67569086,open_or_seasonal,72129766.88282411,0.48067998129888945
03357008,"Bremervörde, Stadt",150057771.67569086,perennial_vegetation,67962067.13674046,0.4529060133161381
03357008,"Bremervörde, Stadt",150057771.67569086,water,1333701.2949154344,0.008887918833006983
03357016,Gnarrenburg,33355563.590279818,artificial,677306.8210858449,0.02030566262964358
03357016,Gnarrenburg,33355563.590279818,open_or_seasonal,9265416.717994235,0.27777724975075163
03357016,Gnarrenburg,33355563.590279818,perennial_vegetation,22753392.433462705,0.6821468440153503
03357016,Gnarrenburg,33355563.590279818,water,659444.9710970941,0.019770164257972955
03357035,Oerel,27978923.62866462,artificial,1024379.3375946706,0.03661253560680891
03357035,Oerel,27978923.62866462,open_or_seasonal,13176207.966091087,0.4709333404302931
03357035,Oerel,27978923.62866462,perennial_vegetation,13768768.262723459,0.4921121500405845
03357035,Oerel,27978923.62866462,water,9565.907559795422,3.4189691093030743e-4
03357036,Ostereistedt,18873039.267651223,artificial,509994.82174997544,0.027022400288443053
03357036,Ostereistedt,18873039.267651223,open_or_seasonal,13295782.13426927,0.7044854803570781
03357036,Ostereistedt,18873039.267651223,perennial_vegetation,4962796.822569205,0.2629569489147167
03357036,Ostereistedt,18873039.267651223,water,104464.20587820747,0.005535102449411064
03357038,Rhade,1235019.7513691783,artificial,0,0
03357038,Rhade,1235019.7513691783,open_or_seasonal,244678.45008405542,0.1981170340092115
03357038,Rhade,1235019.7513691783,perennial_vegetation,990341.146914936,0.8018828409966848
03357038,Rhade,1235019.7513691783,water,0,0
03357040,Sandbostel,30737529.208471734,artificial,549739.5181569164,0.017884961228614295
03357040,Sandbostel,30737529.208471734,open_or_seasonal,15750874.910996124,0.5124313930429691
03357040,Sandbostel,30737529.208471734,perennial_vegetation,14346515.618084978,0.46674264287094547
03357040,Sandbostel,30737529.208471734,water,90396.85396194382,0.002940927793800325
03357042,Seedorf,18721597.482909456,artificial,1066881.3081994657,0.05698665988163664
03357042,Seedorf,18721597.482909456,open_or_seasonal,11676696.708964435,0.6237019420818037
03357042,Seedorf,18721597.482909456,perennial_vegetation,5942814.833498145,0.31743096917467717
03357042,Seedorf,18721597.482909456,water,35203.165101177285,0.0018803504953737787
03357043,Selsingen,42107513.638081975,artificial,1701353.9049764788,0.04040499564044021
03357043,Selsingen,42107513.638081975,open_or_seasonal,25364631.536354117,0.6023778025548006
03357043,Selsingen,42107513.638081975,perennial_vegetation,14902995.063996982,0.35392721574799263
03357043,Selsingen,42107513.638081975,water,138530.23037009663,0.003289917128823538
03357057,"Zeven, Stadt",74120976.34546544,artificial,6520542.374321447,0.087971620124515
03357057,"Zeven, Stadt",74120976.34546544,open_or_seasonal,45744556.19859637,0.6171607344375588
03357057,"Zeven, Stadt",74120976.34546544,perennial_vegetation,21711408.961552642,0.29291855061864547
03357057,"Zeven, Stadt",74120976.34546544,water,144463.1877649897,0.0019490189537125229
03359001,Agathenburg,11108542.480012393,artificial,857663.1823429263,0.07720753500165482
03359001,Agathenburg,11108542.480012393,open_or_seasonal,7205027.136107092,0.6486023840725371
03359001,Agathenburg,11108542.480012393,perennial_vegetation,2987642.7936300877,0.2689500264328786
03359001,Agathenburg,11108542.480012393,water,58208.54515421953,0.005239980425780808
03359004,Balje,58492807.81124808,artificial,903529.9424890188,0.015446855370743057
03359004,Balje,58492807.81124808,open_or_seasonal,30541946.32165935,0.5221487472479681
03359004,Balje,58492807.81124808,perennial_vegetation,25957095.93708882,0.44376559971014606
03359004,Balje,58492807.81124808,water,1090230.0799880873,0.018638703129215103
03359007,Bliedersdorf,12411086.183053093,artificial,667667.6004875095,0.053796065117909374
03359007,Bliedersdorf,12411086.183053093,open_or_seasonal,7623088.667133455,0.6142160770378436
03359007,Bliedersdorf,12411086.183053093,perennial_vegetation,4115546.5142012867,0.33160244425833757
03359007,Bliedersdorf,12411086.183053093,water,4782.254359761136,3.8532117892236845e-4
03359009,Burweg,16267940.84281799,artificial,619293.1773657119,0.038068319976656356
03359009,Burweg,16267940.84281799,open_or_seasonal,6778986.118049758,0.41670830890945615
03359009,Burweg,16267940.84281799,perennial_vegetation,8458907.930640824,0.5199741019697206
03359009,Burweg,16267940.84281799,water,410752.3256075789,0.02524918977615528
03359010,"Buxtehude, Hansestadt",76319668.99626867,artificial,10071153.371805772,0.13196012907626942
03359010,"Buxtehude, Hansestadt",76319668.99626867,open_or_seasonal,32893206.537006833,0.43099252092687934
03359010,"Buxtehude, Hansestadt",76319668.99626867,perennial_vegetation,33130334.5402696,0.4340995575058032
03359010,"Buxtehude, Hansestadt",76319668.99626867,water,224968.24158583162,0.002947709870136236
03359012,Dollern,11996122.546763085,artificial,910492.8007520494,0.07589892460691207
03359012,Dollern,11996122.546763085,open_or_seasonal,8008117.501684925,0.6675588274851156
03359012,Dollern,11996122.546763085,perennial_vegetation,3024964.8754841443,0.2521618851168181
03359012,Dollern,11996122.546763085,water,52546.60552745307,0.004380299161051145
03359013,Drochtersen,106998212.64449501,artificial,5072280.533526473,0.04740528283756746
03359013,Drochtersen,106998212.64449501,open_or_seasonal,28583487.330247536,0.2671398579826477
03359013,Drochtersen,106998212.64449501,perennial_vegetation,72233839.13459627,0.6750938856763479
03359013,Drochtersen,106998212.64449501,water,1108597.8165854618,0.01036090032895048
03359015,Engelschoff,19644677.689214565,artificial,324456.7703300105,0.016516268450061954
03359015,Engelschoff,19644677.689214565,open_or_seasonal,4363767.280504731,0.22213483720837793
03359015,Engelschoff,19644677.689214565,perennial_vegetation,14893142.470845498,0.7581260790561211
03359015,Engelschoff,19644677.689214565,water,63309.57184446337,0.0032227340578472284
03359016,Estorf,29475453.895685203,artificial,647114.8310080601,0.02195436356292341
03359016,Estorf,29475453.895685203,open_or_seasonal,14301635.899254631,0.4852049420466496
03359016,Estorf,29475453.895685203,perennial_vegetation,13481616.16192461,0.4573845142346775
03359016,Estorf,29475453.895685203,water,1045084.7481168181,0.03545610363848558
03359018,"Freiburg (Elbe), Flecken",26113073.06536835,artificial,910759.5413179822,0.03487753199472523
03359018,"Freiburg (Elbe), Flecken",26113073.06536835,open_or_seasonal,10989612.786145281,0.42084716565665004
03359018,"Freiburg (Elbe), Flecken",26113073.06536835,perennial_vegetation,13939583.064540824,0.5338162624385929
03359018,"Freiburg (Elbe), Flecken",26113073.06536835,water,273116.2638215788,0.010458985931601852
03359019,Großenwörden,12350347.572480025,artificial,242885.09148887344,0.019666255549769977
03359019,Großenwörden,12350347.572480025,open_or_seasonal,3862501.184147618,0.312744330593119
03359019,Großenwörden,12350347.572480025,perennial_vegetation,7978969.2931867475,0.6460522059286888
03359019,Großenwörden,12350347.572480025,water,265991.0125955025,0.021537127682803334
03359020,Grünendeich,2590811.678527903,artificial,804631.1006705834,0.3105710489647685
03359020,Grünendeich,2590811.678527903,open_or_seasonal,282987.14889862755,0.10922721680003412
03359020,Grünendeich,2590811.678527903,perennial_vegetation,1321963.6803451087,0.5102507802096398
03359020,Grünendeich,2590811.678527903,water,181229.47425466034,0.06995084812865858
03359021,Guderhandviertel,9230903.761117129,artificial,727248.5234664633,0.07878410849973495
03359021,Guderhandviertel,9230903.761117129,open_or_seasonal,3321462.922967312,0.3598199059292702
03359021,Guderhandviertel,9230903.761117129,perennial_vegetation,5135195.715832999,0.5563047615623212
03359021,Guderhandviertel,9230903.761117129,water,46996.08264270287,0.005091168086992967
03359022,Hammah,29393174.06893374,artificial,1343925.5639309045,0.045722369444657136
03359022,Hammah,29393174.06893374,open_or_seasonal,12564973.859999297,0.4274793130721966
03359022,Hammah,29393174.06893374,perennial_vegetation,15262273.966460416,0.5192455204282083
03359022,Hammah,29393174.06893374,water,221998.2844167551,0.007552715603157324
03359023,"Harsefeld, Flecken",52050767.1431126,artificial,4603649.603052275,0.08844537469341475
03359023,"Harsefeld, Flecken",52050767.1431126,open_or_seasonal,33128738.186738417,0.6364697391616069
03359023,"Harsefeld, Flecken",52050767.1431126,perennial_vegetation,14202177.049226394,0.27285240600158256
03359023,"Harsefeld, Flecken",52050767.1431126,water,116198.94519236888,0.0022324156121058133
03359025,Himmelpforten,18230152.943041302,artificial,1752783.526618389,0.0961474943240918
03359025,Himmelpforten,18230152.943041302,open_or_seasonal,7817166.451580454,0.4288042166187296
03359025,Himmelpforten,18230152.943041302,perennial_vegetation,8580454.853823928,0.47067377221863654
03359025,Himmelpforten,18230152.943041302,water,79746.01445042818,0.004374401833028413
03359026,Hollern-Twielenfleth,17721634.14104016,artificial,1584992.8214956776,0.08943829947516609
03359026,Hollern-Twielenfleth,17721634.14104016,open_or_seasonal,4334011.903730671,0.24456051113784524
03359026,Hollern-Twielenfleth,17721634.14104016,perennial_vegetation,11386994.63773976,0.6425476650242712
03359026,Hollern-Twielenfleth,17721634.14104016,water,415633.4616730096,0.023453450080569954
03359027,"Horneburg, Flecken",16915077.024788674,artificial,1922468.2976671995,0.11365412612959813
03359027,"Horneburg, Flecken",16915077.024788674,open_or_seasonal,8359485.365182089,0.49420321012617596
03359027,"Horneburg, Flecken",16915077.024788674,perennial_vegetation,6493190.077797519,0.3838699680930741
03359027,"Horneburg, Flecken",16915077.024788674,water,139931.98559917678,0.008272618882793707
03359028,Jork,53187289.75906349,artificial,5167048.698823381,0.09714818563288195
03359028,Jork,53187289.75906349,open_or_seasonal,9493245.249919245,0.17848710270674262
03359028,Jork,53187289.75906349,perennial_vegetation,37409418.6451359,0.7033526019956877
03359028,Jork,53187289.75906349,water,1117572.90579561,0.02101202958184512
03359029,Kranenburg,14252921.917821907,artificial,381962.70030611806,0.0267989049900365
03359029,Kranenburg,14252921.917821907,open_or_seasonal,6277777.962196146,0.44045550788757143
03359029,Kranenburg,14252921.917821907,perennial_vegetation,6700145.2731211735,0.47008924287610715
03359029,Kranenburg,14252921.917821907,water,893034.9119898917,0.06265626915932497
03359030,Krummendeich,30119374.190375984,artificial,356939.92971415585,0.011850841503480126
03359030,Krummendeich,30119374.190375984,open_or_seasonal,20349585.557692796,0.6756310881185267
03359030,Krummendeich,30119374.190375984,perennial_vegetation,9361341.654678155,0.31080797348270855
03359030,Krummendeich,30119374.190375984,water,51505.41932301941,0.0017100428115626946
03359032,Mittelnkirchen,6946955.462477503,artificial,558045.1060248549,0.08032944921541767
03359032,Mittelnkirchen,6946955.462477503,open_or_seasonal,1828307.464744254,0.26318111216049483
03359032,Mittelnkirchen,6946955.462477503,perennial_vegetation,4537519.232344894,0.653166593172122
03359032,Mittelnkirchen,6946955.462477503,water,23083.060200223645,0.003322759203639906
03359033,Neuenkirchen,8158411.745097326,artificial,577224.1931153187,0.07075203007033726
03359033,Neuenkirchen,8158411.745097326,open_or_seasonal,1710507.4941605944,0.2096618248261983
03359033,Neuenkirchen,8158411.745097326,perennial_vegetation,5818416.311400539,0.7131800273376774
03359033,Neuenkirchen,8158411.745097326,water,52262.90873168179,0.006406015087812697
03359034,Nottensdorf,6989547.716333651,artificial,605858.5681804247,0.08668065413797994
03359034,Nottensdorf,6989547.716333651,open_or_seasonal,3011306.749734131,0.4308299867095985
03359034,Nottensdorf,6989547.716333651,perennial_vegetation,3302878.3557320987,0.4725453619858275
03359034,Nottensdorf,6989547.716333651,water,69503.65874927057,0.009943942236326636
03359035,Oederquart,37754544.68789787,artificial,797489.9334613855,0.021123018170499063
03359035,Oederquart,37754544.68789787,open_or_seasonal,19944880.689953107,0.5282776114724644
03359035,Oederquart,37754544.68789787,perennial_vegetation,16972293.978299025,0.449543071399811
03359035,Oederquart,37754544.68789787,water,39877.12437935804,0.0010562205082595146
03359038,"Stade, Hansestadt",100089867.20171496,artificial,18031029.415251076,0.18014839982665226
03359038,"Stade, Hansestadt",100089867.20171496,open_or_seasonal,32767527.600310296,0.3273810677985279
03359038,"Stade, Hansestadt",100089867.20171496,perennial_vegetation,48276206.03622637,0.48232860514175196
03359038,"Stade, Hansestadt",100089867.20171496,water,1015096.8405594077,0.010141854205018017
03359039,Steinkirchen,8598347.444381874,artificial,817419.4904368249,0.09506704581598682
03359039,Steinkirchen,8598347.444381874,open_or_seasonal,2429112.5224075275,0.28250923077023365
03359039,Steinkirchen,8598347.444381874,perennial_vegetation,5201539.673318037,0.6049464396459929
03359039,Steinkirchen,8598347.444381874,water,150275.48151674445,0.01747725158686555
03359040,Wischhafen,27646661.21535302,artificial,1516398.128514658,0.054849231764469146
03359040,Wischhafen,27646661.21535302,open_or_seasonal,10722584.295617403,0.3878437331760998
03359040,Wischhafen,27646661.21535302,perennial_vegetation,15045420.455082936,0.5442038855211841
03359040,Wischhafen,27646661.21535302,water,362256.2807321928,0.013103075192711554
03360002,"Bad Bevensen, Stadt",48165364.50427336,artificial,3785478.8516011564,0.07859338116843896
03360002,"Bad Bevensen, Stadt",48165364.50427336,open_or_seasonal,30677914.898528654,0.6369289470612607
03360002,"Bad Bevensen, Stadt",48165364.50427336,perennial_vegetation,13090909.754535677,0.2717909412556032
03360002,"Bad Bevensen, Stadt",48165364.50427336,water,611057.2161416446,0.012686651963101618
03360004,Bienenbüttel,99544191.18334588,artificial,2885428.1897994485,0.028986404485269367
03360004,Bienenbüttel,99544191.18334588,open_or_seasonal,57172754.32090481,0.5743454604558587
03360004,Bienenbüttel,99544191.18334588,perennial_vegetation,38826093.320113726,0.39003876427708095
03360004,Bienenbüttel,99544191.18334588,water,659908.5624632998,0.006629302570230788
03360008,Emmendorf,11006393.409583993,artificial,483965.91979192424,0.043971344815868854
03360008,Emmendorf,11006393.409583993,open_or_seasonal,8179277.453356374,0.7431387511765787
03360008,Emmendorf,11006393.409583993,perennial_vegetation,2060271.6926669527,0.1871886290083851
03360008,Emmendorf,11006393.409583993,water,282877.886611498,0.02570123346355924
03360012,Jelmstorf,13962852.30302496,artificial,349098.5154432137,0.025001948589514465
03360012,Jelmstorf,13962852.30302496,open_or_seasonal,9015653.464761388,0.645688521879459
03360012,Jelmstorf,13962852.30302496,perennial_vegetation,4580702.245252568,0.3280635034906291
03360012,Jelmstorf,13962852.30302496,water,17397.005904505113,0.0012459492893680587
03360025,"Uelzen, Hansestadt",136933147.83210912,artificial,14063221.52318127,0.102701367388588
03360025,"Uelzen, Hansestadt",136933147.83210912,open_or_seasonal,84193202.25766385,0.6148489506784097
03360025,"Uelzen, Hansestadt",136933147.83210912,perennial_vegetation,37745217.517359965,0.27564704467057594
03360025,"Uelzen, Hansestadt",136933147.83210912,water,931495.4680468924,0.006802556450312379
09464000,Hof,58159802.17442,artificial,14907142.772512414,0.25631350546561715
09464000,Hof,58159802.17442,open_or_seasonal,23990408.66323625,0.4124912356353883
09464000,Hof,58159802.17442,perennial_vegetation,18426226.76643656,0.3168206575252216
09464000,Hof,58159802.17442,water,836019.8561533324,0.014374530601842949
09475113,Berg,38725423.26473027,artificial,2328083.0077057476,0.060117690432736536
09475113,Berg,38725423.26473027,open_or_seasonal,19191110.71717077,0.4955687788349973
09475113,Berg,38725423.26473027,perennial_vegetation,17081239.913287845,0.4410859449235466
09475113,Berg,38725423.26473027,water,124986.6036351173,0.0032275077480935018
09475137,Issigau,18594154.162651964,artificial,530638.7682503605,0.028537935289156435
09475137,Issigau,18594154.162651964,open_or_seasonal,9218717.338613618,0.49578578611175783
09475137,Issigau,18594154.162651964,perennial_vegetation,8795072.893410202,0.4730020422803582
09475137,Issigau,18594154.162651964,water,49723.913344987806,0.002674169145314648
09475141,Köditz,31319439.79387769,artificial,1728346.217987477,0.05518445506567884
09475141,Köditz,31319439.79387769,open_or_seasonal,16963868.224995896,0.5416402188749233
09475141,Köditz,31319439.79387769,perennial_vegetation,12459693.358204214,0.3978261884696874
09475141,Köditz,31319439.79387769,water,167529.79414901522,0.005349067392379217
09475181,Töpen,20756111.096766166,artificial,789980.0959091521,0.03806012081098526
09475181,Töpen,20756111.096766166,open_or_seasonal,13148827.615883246,0.6334918691937361
09475181,Töpen,20756111.096766166,perennial_vegetation,6781319.254182383,0.32671434560007356
09475181,Töpen,20756111.096766166,water,35981.80357206339,0.0017335522730782364
11000000,"Berlin, Stadt",891780174.8303725,artificial,433060770.3678811,0.4856138122270487
11000000,"Berlin, Stadt",891780174.8303725,open_or_seasonal,229895862.54608193,0.2577943186389078
11000000,"Berlin, Stadt",891780174.8303725,perennial_vegetation,177031867.50703013,0.19851514140320933
11000000,"Berlin, Stadt",891780174.8303725,water,51791600.20590872,0.05807664452258105
