Kennziffer,n_variables_available,n_variables_total,coverage_pct,state
09472451,11,51,21.5686274509804,09
09472453,11,51,21.5686274509804,09
09472456,11,51,21.5686274509804,09
09472458,11,51,21.5686274509804,09
09472468,11,51,21.5686274509804,09
09472469,11,51,21.5686274509804,09
09475451,11,51,21.5686274509804,09
09475452,11,51,21.5686274509804,09
09478453,11,51,21.5686274509804,09
09479453,11,51,21.5686274509804,09
09479456,11,51,21.5686274509804,09
09479460,11,51,21.5686274509804,09
09479461,11,51,21.5686274509804,09
09572452,11,51,21.5686274509804,09
09572454,11,51,21.5686274509804,09
09572457,11,51,21.5686274509804,09
09572458,11,51,21.5686274509804,09
09572459,11,51,21.5686274509804,09
09574451,11,51,21.5686274509804,09
09574452,11,51,21.5686274509804,09
09574454,11,51,21.5686274509804,09
09574455,11,51,21.5686274509804,09
09574456,11,51,21.5686274509804,09
09574457,11,51,21.5686274509804,09
09574460,11,51,21.5686274509804,09
09574462,11,51,21.5686274509804,09
09574464,11,51,21.5686274509804,09
09574465,11,51,21.5686274509804,09
09576453,11,51,21.5686274509804,09
09671453,11,51,21.5686274509804,09
09671456,11,51,21.5686274509804,09
09671457,11,51,21.5686274509804,09
09671459,11,51,21.5686274509804,09
09671460,11,51,21.5686274509804,09
09677452,11,51,21.5686274509804,09
09677454,11,51,21.5686274509804,09
09677461,11,51,21.5686274509804,09
09679452,11,51,21.5686274509804,09
09679453,11,51,21.5686274509804,09
09775451,11,51,21.5686274509804,09
09778451,11,51,21.5686274509804,09
03452501,26,51,50.9803921568627,03
08415971,33,51,64.7058823529412,08
01054039,40,51,78.4313725490196,01
07232130,45,51,88.2352941176471,07
16063033,45,51,88.2352941176471,16
01051008,46,51,90.1960784313726,01
01051033,46,51,90.1960784313726,01
01051050,46,51,90.1960784313726,01
01051104,46,51,90.1960784313726,01
01051131,46,51,90.1960784313726,01
01053001,46,51,90.1960784313726,01
01053010,46,51,90.1960784313726,01
01053019,46,51,90.1960784313726,01
01053114,46,51,90.1960784313726,01
01054025,46,51,90.1960784313726,01
01054035,46,51,90.1960784313726,01
01054040,46,51,90.1960784313726,01
01054074,46,51,90.1960784313726,01
01054077,46,51,90.1960784313726,01
01054100,46,51,90.1960784313726,01
01054129,46,51,90.1960784313726,01
01054130,46,51,90.1960784313726,01
01054140,46,51,90.1960784313726,01
01054157,46,51,90.1960784313726,01
01054158,46,51,90.1960784313726,01
01058075,46,51,90.1960784313726,01
01058111,46,51,90.1960784313726,01
01058131,46,51,90.1960784313726,01
01058158,46,51,90.1960784313726,01
01059124,46,51,90.1960784313726,01
01060018,46,51,90.1960784313726,01
01060042,46,51,90.1960784313726,01
01061002,46,51,90.1960784313726,01
01061008,46,51,90.1960784313726,01
01061021,46,51,90.1960784313726,01
01061026,46,51,90.1960784313726,01
01061053,46,51,90.1960784313726,01
01061058,46,51,90.1960784313726,01
01062033,46,51,90.1960784313726,01
07131009,46,51,90.1960784313726,07
07131015,46,51,90.1960784313726,07
07131050,46,51,90.1960784313726,07
07131075,46,51,90.1960784313726,07
07131076,46,51,90.1960784313726,07
07132029,46,51,90.1960784313726,07
07133022,46,51,90.1960784313726,07
07133082,46,51,90.1960784313726,07
07134018,46,51,90.1960784313726,07
07134023,46,51,90.1960784313726,07
07134067,46,51,90.1960784313726,07
07134070,46,51,90.1960784313726,07
07134092,46,51,90.1960784313726,07
07135007,46,51,90.1960784313726,07
07135032,46,51,90.1960784313726,07
07135087,46,51,90.1960784313726,07
07137023,46,51,90.1960784313726,07
07137063,46,51,90.1960784313726,07
07140012,46,51,90.1960784313726,07
07140048,46,51,90.1960784313726,07
07140071,46,51,90.1960784313726,07
07140098,46,51,90.1960784313726,07
07140115,46,51,90.1960784313726,07
07140120,46,51,90.1960784313726,07
07140135,46,51,90.1960784313726,07
07140165,46,51,90.1960784313726,07
07141035,46,51,90.1960784313726,07
07141080,46,51,90.1960784313726,07
07141118,46,51,90.1960784313726,07
07231020,46,51,90.1960784313726,07
07231021,46,51,90.1960784313726,07
07231032,46,51,90.1960784313726,07
07231091,46,51,90.1960784313726,07
07232001,46,51,90.1960784313726,07
07232003,46,51,90.1960784313726,07
07232004,46,51,90.1960784313726,07
07232012,46,51,90.1960784313726,07
07232020,46,51,90.1960784313726,07
07232022,46,51,90.1960784313726,07
07232029,46,51,90.1960784313726,07
07232031,46,51,90.1960784313726,07
07232032,46,51,90.1960784313726,07
07232035,46,51,90.1960784313726,07
07232042,46,51,90.1960784313726,07
07232046,46,51,90.1960784313726,07
07232066,46,51,90.1960784313726,07
07232084,46,51,90.1960784313726,07
07232085,46,51,90.1960784313726,07
07232092,46,51,90.1960784313726,07
07232094,46,51,90.1960784313726,07
07232100,46,51,90.1960784313726,07
07232115,46,51,90.1960784313726,07
07232116,46,51,90.1960784313726,07
07232117,46,51,90.1960784313726,07
07232121,46,51,90.1960784313726,07
07232124,46,51,90.1960784313726,07
07232128,46,51,90.1960784313726,07
07232129,46,51,90.1960784313726,07
07232133,46,51,90.1960784313726,07
07232217,46,51,90.1960784313726,07
07232221,46,51,90.1960784313726,07
07232236,46,51,90.1960784313726,07
07232249,46,51,90.1960784313726,07
07232253,46,51,90.1960784313726,07
07232258,46,51,90.1960784313726,07
07232264,46,51,90.1960784313726,07
07232265,46,51,90.1960784313726,07
07232266,46,51,90.1960784313726,07
07232284,46,51,90.1960784313726,07
07232297,46,51,90.1960784313726,07
07232298,46,51,90.1960784313726,07
07232309,46,51,90.1960784313726,07
07232310,46,51,90.1960784313726,07
07232313,46,51,90.1960784313726,07
07232327,46,51,90.1960784313726,07
07233002,46,51,90.1960784313726,07
07233025,46,51,90.1960784313726,07
07233032,46,51,90.1960784313726,07
07233202,46,51,90.1960784313726,07
07233208,46,51,90.1960784313726,07
07233216,46,51,90.1960784313726,07
07233222,46,51,90.1960784313726,07
07233223,46,51,90.1960784313726,07
07233228,46,51,90.1960784313726,07
07233235,46,51,90.1960784313726,07
07233236,46,51,90.1960784313726,07
07235100,46,51,90.1960784313726,07
07235101,46,51,90.1960784313726,07
07235134,46,51,90.1960784313726,07
07333072,46,51,90.1960784313726,07
07336018,46,51,90.1960784313726,07
07340018,46,51,90.1960784313726,07
08425125,46,51,90.1960784313726,08
09376133,46,51,90.1960784313726,09
16061021,46,51,90.1960784313726,16
16061024,46,51,90.1960784313726,16
16061077,46,51,90.1960784313726,16
16069001,46,51,90.1960784313726,16
16069008,46,51,90.1960784313726,16
16069041,46,51,90.1960784313726,16
16069044,46,51,90.1960784313726,16
16071009,46,51,90.1960784313726,16
16074058,46,51,90.1960784313726,16
16074101,46,51,90.1960784313726,16
16075016,46,51,90.1960784313726,16
16075047,46,51,90.1960784313726,16
16075072,46,51,90.1960784313726,16
16075087,46,51,90.1960784313726,16
16075103,46,51,90.1960784313726,16
16075105,46,51,90.1960784313726,16
16076055,46,51,90.1960784313726,16
16076074,46,51,90.1960784313726,16
16077018,46,51,90.1960784313726,16
01054050,47,51,92.156862745098,01
09187123,47,51,92.156862745098,09
16061039,47,51,92.156862745098,16
01053030,48,51,94.1176470588235,01
01054071,48,51,94.1176470588235,01
01061003,48,51,94.1176470588235,01
01061081,48,51,94.1176470588235,01
01061106,48,51,94.1176470588235,01
01061119,48,51,94.1176470588235,01
07131021,48,51,94.1176470588235,07
07132068,48,51,94.1176470588235,07
07133104,48,51,94.1176470588235,07
07134004,48,51,94.1176470588235,07
07140044,48,51,94.1176470588235,07
07141083,48,51,94.1176470588235,07
07141134,48,51,94.1176470588235,07
07232049,48,51,94.1176470588235,07
07232056,48,51,94.1176470588235,07
07232065,48,51,94.1176470588235,07
07232097,48,51,94.1176470588235,07
07232104,48,51,94.1176470588235,07
07232211,48,51,94.1176470588235,07
07232233,48,51,94.1176470588235,07
07232240,48,51,94.1176470588235,07
07232291,48,51,94.1176470588235,07
07232301,48,51,94.1176470588235,07
07233062,48,51,94.1176470588235,07
07233205,48,51,94.1176470588235,07
07233220,48,51,94.1176470588235,07
07233221,48,51,94.1176470588235,07
07334031,48,51,94.1176470588235,07
07340033,48,51,94.1176470588235,07
07340216,48,51,94.1176470588235,07
07340218,48,51,94.1176470588235,07
08425022,48,51,94.1176470588235,08
08425052,48,51,94.1176470588235,08
13071045,48,51,94.1176470588235,13
16061023,48,51,94.1176470588235,16
16071005,48,51,94.1176470588235,16
16073074,48,51,94.1176470588235,16
16074024,48,51,94.1176470588235,16
16074043,48,51,94.1176470588235,16
16074046,48,51,94.1176470588235,16
16075029,48,51,94.1176470588235,16
01051038,49,51,96.078431372549,01
01054103,49,51,96.078431372549,01
01056025,49,51,96.078431372549,01
13073040,49,51,96.078431372549,13
13076004,49,51,96.078431372549,13
13076076,49,51,96.078431372549,13
01054085,50,51,98.0392156862745,01
01054089,50,51,98.0392156862745,01
01054160,50,51,98.0392156862745,01
03452002,50,51,98.0392156862745,03
03452013,50,51,98.0392156862745,03
03455021,50,51,98.0392156862745,03
03462007,50,51,98.0392156862745,03
03462014,50,51,98.0392156862745,03
07133005,50,51,98.0392156862745,07
07137001,50,51,98.0392156862745,07
07232041,50,51,98.0392156862745,07
07232127,50,51,98.0392156862745,07
07340001,50,51,98.0392156862745,07
07340021,50,51,98.0392156862745,07
07340034,50,51,98.0392156862745,07
16074056,50,51,98.0392156862745,16
01001000,51,51,100,01
01002000,51,51,100,01
01003000,51,51,100,01
01004000,51,51,100,01
01051001,51,51,100,01
01051002,51,51,100,01
01051003,51,51,100,01
01051004,51,51,100,01
01051005,51,51,100,01
01051006,51,51,100,01
01051010,51,51,100,01
01051011,51,51,100,01
01051012,51,51,100,01
01051013,51,51,100,01
01051014,51,51,100,01
01051015,51,51,100,01
01051016,51,51,100,01
01051017,51,51,100,01
01051019,51,51,100,01
01051020,51,51,100,01
01051021,51,51,100,01
01051022,51,51,100,01
01051023,51,51,100,01
01051024,51,51,100,01
01051026,51,51,100,01
01051027,51,51,100,01
01051028,51,51,100,01
01051030,51,51,100,01
01051032,51,51,100,01
01051034,51,51,100,01
01051035,51,51,100,01
01051036,51,51,100,01
01051037,51,51,100,01
01051039,51,51,100,01
01051043,51,51,100,01
01051044,51,51,100,01
01051045,51,51,100,01
01051046,51,51,100,01
01051047,51,51,100,01
01051048,51,51,100,01
01051049,51,51,100,01
01051051,51,51,100,01
01051052,51,51,100,01
01051053,51,51,100,01
01051054,51,51,100,01
01051057,51,51,100,01
01051058,51,51,100,01
01051060,51,51,100,01
01051061,51,51,100,01
01051062,51,51,100,01
01051063,51,51,100,01
01051064,51,51,100,01
01051065,51,51,100,01
01051067,51,51,100,01
01051068,51,51,100,01
01051069,51,51,100,01
01051071,51,51,100,01
01051072,51,51,100,01
01051073,51,51,100,01
01051074,51,51,100,01
01051075,51,51,100,01
01051076,51,51,100,01
01051077,51,51,100,01
01051078,51,51,100,01
01051079,51,51,100,01
01051080,51,51,100,01
01051081,51,51,100,01
01051082,51,51,100,01
01051083,51,51,100,01
01051084,51,51,100,01
01051085,51,51,100,01
01051086,51,51,100,01
01051087,51,51,100,01
01051088,51,51,100,01
01051089,51,51,100,01
01051090,51,51,100,01
01051092,51,51,100,01
01051093,51,51,100,01
01051096,51,51,100,01
01051097,51,51,100,01
01051098,51,51,100,01
01051099,51,51,100,01
01051100,51,51,100,01
01051102,51,51,100,01
01051103,51,51,100,01
01051105,51,51,100,01
01051107,51,51,100,01
01051108,51,51,100,01
01051109,51,51,100,01
01051110,51,51,100,01
01051113,51,51,100,01
01051114,51,51,100,01
01051117,51,51,100,01
01051118,51,51,100,01
01051119,51,51,100,01
01051120,51,51,100,01
01051121,51,51,100,01
01051122,51,51,100,01
01051125,51,51,100,01
01051126,51,51,100,01
01051127,51,51,100,01
01051128,51,51,100,01
01051129,51,51,100,01
01051130,51,51,100,01
01051132,51,51,100,01
01051133,51,51,100,01
01051134,51,51,100,01
01051135,51,51,100,01
01051136,51,51,100,01
01051137,51,51,100,01
01051138,51,51,100,01
01051139,51,51,100,01
01051140,51,51,100,01
01051141,51,51,100,01
01053002,51,51,100,01
01053003,51,51,100,01
01053004,51,51,100,01
01053005,51,51,100,01
01053006,51,51,100,01
01053007,51,51,100,01
01053008,51,51,100,01
01053009,51,51,100,01
01053011,51,51,100,01
01053012,51,51,100,01
01053013,51,51,100,01
01053014,51,51,100,01
01053015,51,51,100,01
01053016,51,51,100,01
01053017,51,51,100,01
01053018,51,51,100,01
01053020,51,51,100,01
01053021,51,51,100,01
01053022,51,51,100,01
01053023,51,51,100,01
01053024,51,51,100,01
01053025,51,51,100,01
01053026,51,51,100,01
01053027,51,51,100,01
01053028,51,51,100,01
01053029,51,51,100,01
01053031,51,51,100,01
01053032,51,51,100,01
01053033,51,51,100,01
01053034,51,51,100,01
01053035,51,51,100,01
01053036,51,51,100,01
01053037,51,51,100,01
01053038,51,51,100,01
01053039,51,51,100,01
01053040,51,51,100,01
01053041,51,51,100,01
01053042,51,51,100,01
01053043,51,51,100,01
01053044,51,51,100,01
01053045,51,51,100,01
01053046,51,51,100,01
01053047,51,51,100,01
01053048,51,51,100,01
01053049,51,51,100,01
01053050,51,51,100,01
01053051,51,51,100,01
01053052,51,51,100,01
01053053,51,51,100,01
01053054,51,51,100,01
01053056,51,51,100,01
01053057,51,51,100,01
01053058,51,51,100,01
01053059,51,51,100,01
01053060,51,51,100,01
01053061,51,51,100,01
01053062,51,51,100,01
01053064,51,51,100,01
01053066,51,51,100,01
01053067,51,51,100,01
01053068,51,51,100,01
01053069,51,51,100,01
01053070,51,51,100,01
01053071,51,51,100,01
01053072,51,51,100,01
01053073,51,51,100,01
01053074,51,51,100,01
01053075,51,51,100,01
01053076,51,51,100,01
01053077,51,51,100,01
01053078,51,51,100,01
01053079,51,51,100,01
01053080,51,51,100,01
01053081,51,51,100,01
01053082,51,51,100,01
01053083,51,51,100,01
01053084,51,51,100,01
01053085,51,51,100,01
01053086,51,51,100,01
01053087,51,51,100,01
01053088,51,51,100,01
01053089,51,51,100,01
01053090,51,51,100,01
01053091,51,51,100,01
01053092,51,51,100,01
01053093,51,51,100,01
01053094,51,51,100,01
01053095,51,51,100,01
01053096,51,51,100,01
01053097,51,51,100,01
01053098,51,51,100,01
01053099,51,51,100,01
01053100,51,51,100,01
01053101,51,51,100,01
01053102,51,51,100,01
01053103,51,51,100,01
01053104,51,51,100,01
01053106,51,51,100,01
01053107,51,51,100,01
01053108,51,51,100,01
01053109,51,51,100,01
01053110,51,51,100,01
01053111,51,51,100,01
01053112,51,51,100,01
01053113,51,51,100,01
01053115,51,51,100,01
01053116,51,51,100,01
01053117,51,51,100,01
01053118,51,51,100,01
01053119,51,51,100,01
01053120,51,51,100,01
01053121,51,51,100,01
01053122,51,51,100,01
01053123,51,51,100,01
01053124,51,51,100,01
01053125,51,51,100,01
01053126,51,51,100,01
01053127,51,51,100,01
01053128,51,51,100,01
01053129,51,51,100,01
01053130,51,51,100,01
01053131,51,51,100,01
01053132,51,51,100,01
01053133,51,51,100,01
01053134,51,51,100,01
01053135,51,51,100,01
01053136,51,51,100,01
01054001,51,51,100,01
01054002,51,51,100,01
01054003,51,51,100,01
01054004,51,51,100,01
01054005,51,51,100,01
01054006,51,51,100,01
01054007,51,51,100,01
01054009,51,51,100,01
01054010,51,51,100,01
01054011,51,51,100,01
01054012,51,51,100,01
01054013,51,51,100,01
01054014,51,51,100,01
01054015,51,51,100,01
01054016,51,51,100,01
01054017,51,51,100,01
01054018,51,51,100,01
01054019,51,51,100,01
01054020,51,51,100,01
01054022,51,51,100,01
01054023,51,51,100,01
01054024,51,51,100,01
01054026,51,51,100,01
01054027,51,51,100,01
01054032,51,51,100,01
01054033,51,51,100,01
01054034,51,51,100,01
01054036,51,51,100,01
01054037,51,51,100,01
01054038,51,51,100,01
01054041,51,51,100,01
01054042,51,51,100,01
01054043,51,51,100,01
01054045,51,51,100,01
01054046,51,51,100,01
01054048,51,51,100,01
01054052,51,51,100,01
01054054,51,51,100,01
01054055,51,51,100,01
01054056,51,51,100,01
01054057,51,51,100,01
01054059,51,51,100,01
01054061,51,51,100,01
01054062,51,51,100,01
01054063,51,51,100,01
01054065,51,51,100,01
01054068,51,51,100,01
01054070,51,51,100,01
01054072,51,51,100,01
01054073,51,51,100,01
01054075,51,51,100,01
01054076,51,51,100,01
01054078,51,51,100,01
01054079,51,51,100,01
01054080,51,51,100,01
01054083,51,51,100,01
01054084,51,51,100,01
01054086,51,51,100,01
01054087,51,51,100,01
01054088,51,51,100,01
01054090,51,51,100,01
01054091,51,51,100,01
01054092,51,51,100,01
01054093,51,51,100,01
01054094,51,51,100,01
01054095,51,51,100,01
01054096,51,51,100,01
01054097,51,51,100,01
01054098,51,51,100,01
01054099,51,51,100,01
01054101,51,51,100,01
01054104,51,51,100,01
01054105,51,51,100,01
01054106,51,51,100,01
01054108,51,51,100,01
01054109,51,51,100,01
01054110,51,51,100,01
01054113,51,51,100,01
01054116,51,51,100,01
01054118,51,51,100,01
01054119,51,51,100,01
01054120,51,51,100,01
01054121,51,51,100,01
01054123,51,51,100,01
01054124,51,51,100,01
01054125,51,51,100,01
01054126,51,51,100,01
01054128,51,51,100,01
01054131,51,51,100,01
01054132,51,51,100,01
01054134,51,51,100,01
01054135,51,51,100,01
01054136,51,51,100,01
01054138,51,51,100,01
01054141,51,51,100,01
01054142,51,51,100,01
01054143,51,51,100,01
01054144,51,51,100,01
01054145,51,51,100,01
01054146,51,51,100,01
01054148,51,51,100,01
01054149,51,51,100,01
01054150,51,51,100,01
01054152,51,51,100,01
01054154,51,51,100,01
01054156,51,51,100,01
01054159,51,51,100,01
01054161,51,51,100,01
01054162,51,51,100,01
01054163,51,51,100,01
01054164,51,51,100,01
01054165,51,51,100,01
01054166,51,51,100,01
01054167,51,51,100,01
01054168,51,51,100,01
01055001,51,51,100,01
01055002,51,51,100,01
01055004,51,51,100,01
01055006,51,51,100,01
01055007,51,51,100,01
01055010,51,51,100,01
01055011,51,51,100,01
01055012,51,51,100,01
01055014,51,51,100,01
01055015,51,51,100,01
01055016,51,51,100,01
01055017,51,51,100,01
01055018,51,51,100,01
01055020,51,51,100,01
01055021,51,51,100,01
01055022,51,51,100,01
01055023,51,51,100,01
01055024,51,51,100,01
01055025,51,51,100,01
01055027,51,51,100,01
01055028,51,51,100,01
01055029,51,51,100,01
01055031,51,51,100,01
01055032,51,51,100,01
01055033,51,51,100,01
01055035,51,51,100,01
01055036,51,51,100,01
01055037,51,51,100,01
01055038,51,51,100,01
01055039,51,51,100,01
01055040,51,51,100,01
01055041,51,51,100,01
01055042,51,51,100,01
01055043,51,51,100,01
01055044,51,51,100,01
01055046,51,51,100,01
01056001,51,51,100,01
01056002,51,51,100,01
01056003,51,51,100,01
01056004,51,51,100,01
01056005,51,51,100,01
01056006,51,51,100,01
01056008,51,51,100,01
01056009,51,51,100,01
01056010,51,51,100,01
01056011,51,51,100,01
01056013,51,51,100,01
01056014,51,51,100,01
01056015,51,51,100,01
01056016,51,51,100,01
01056017,51,51,100,01
01056018,51,51,100,01
01056019,51,51,100,01
01056020,51,51,100,01
01056021,51,51,100,01
01056022,51,51,100,01
01056023,51,51,100,01
01056024,51,51,100,01
01056026,51,51,100,01
01056027,51,51,100,01
01056028,51,51,100,01
01056029,51,51,100,01
01056030,51,51,100,01
01056031,51,51,100,01
01056032,51,51,100,01
01056033,51,51,100,01
01056034,51,51,100,01
01056035,51,51,100,01
01056036,51,51,100,01
01056037,51,51,100,01
01056038,51,51,100,01
01056039,51,51,100,01
01056040,51,51,100,01
01056041,51,51,100,01
01056042,51,51,100,01
01056043,51,51,100,01
01056044,51,51,100,01
01056045,51,51,100,01
01056046,51,51,100,01
01056047,51,51,100,01
01056048,51,51,100,01
01056049,51,51,100,01
01056050,51,51,100,01
01056051,51,51,100,01
01057001,51,51,100,01
01057002,51,51,100,01
01057003,51,51,100,01
01057004,51,51,100,01
01057005,51,51,100,01
01057006,51,51,100,01
01057007,51,51,100,01
01057008,51,51,100,01
01057009,51,51,100,01
01057010,51,51,100,01
01057011,51,51,100,01
01057012,51,51,100,01
01057013,51,51,100,01
01057015,51,51,100,01
01057016,51,51,100,01
01057017,51,51,100,01
01057018,51,51,100,01
01057020,51,51,100,01
01057021,51,51,100,01
01057022,51,51,100,01
01057023,51,51,100,01
01057024,51,51,100,01
01057025,51,51,100,01
01057026,51,51,100,01
01057027,51,51,100,01
01057028,51,51,100,01
01057029,51,51,100,01
01057030,51,51,100,01
01057031,51,51,100,01
01057032,51,51,100,01
01057033,51,51,100,01
01057034,51,51,100,01
01057035,51,51,100,01
01057037,51,51,100,01
01057038,51,51,100,01
01057039,51,51,100,01
01057040,51,51,100,01
01057041,51,51,100,01
01057042,51,51,100,01
01057043,51,51,100,01
01057044,51,51,100,01
01057045,51,51,100,01
01057046,51,51,100,01
01057047,51,51,100,01
01057048,51,51,100,01
01057049,51,51,100,01
01057050,51,51,100,01
01057051,51,51,100,01
01057052,51,51,100,01
01057053,51,51,100,01
01057054,51,51,100,01
01057055,51,51,100,01
01057056,51,51,100,01
01057057,51,51,100,01
01057058,51,51,100,01
01057059,51,51,100,01
01057060,51,51,100,01
01057062,51,51,100,01
01057063,51,51,100,01
01057065,51,51,100,01
01057066,51,51,100,01
01057067,51,51,100,01
01057068,51,51,100,01
01057069,51,51,100,01
01057070,51,51,100,01
01057071,51,51,100,01
01057072,51,51,100,01
01057073,51,51,100,01
01057074,51,51,100,01
01057076,51,51,100,01
01057077,51,51,100,01
01057078,51,51,100,01
01057079,51,51,100,01
01057080,51,51,100,01
01057081,51,51,100,01
01057082,51,51,100,01
01057083,51,51,100,01
01057084,51,51,100,01
01057085,51,51,100,01
01057086,51,51,100,01
01057087,51,51,100,01
01057088,51,51,100,01
01057089,51,51,100,01
01057090,51,51,100,01
01057091,51,51,100,01
01058001,51,51,100,01
01058003,51,51,100,01
01058004,51,51,100,01
01058005,51,51,100,01
01058007,51,51,100,01
01058008,51,51,100,01
01058009,51,51,100,01
01058010,51,51,100,01
